driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
22,,[],[],[],[],[],[],[],[],[],[32],[],[],[],[],[8],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[35],[33],[],[],[11],[],[14],[27],[],"[24, 26]",[],[27],[],[],[],[],[],[],[],[],[],[],[],[26],[],[],[],[],[],[],[],[26],[27],[],[24],[],[14],[],[],[],[],[17],[],[],[],[],[],[],[],[]
24,,[],[],[],[],[15],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[26],[23],[],[11],[],"[26, 27]",[],[],[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[],[23],[],[],[],[],[],[27],[],[],[],[],[17],[],[],[],[],[],[],[],[]
26,,[],[],[],[],[33],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[14],[],[27],[],[],[],[],[],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[33, 17]",[],[],[],[],[],[],[],[]
27,,[35],[],[],[],[23],[],[],[],[33],[],[],[],[],[],[],[],[],[11],[],[],[14],[],[],[],[],"[24, 26]",[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[33],[],[],[26],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[33],[]
29,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[13],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
32,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[24],[],[],[15],[4],[],[],[],[],[],[24],[],[23],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[21],[],[],[],[],[],[24],[],[14],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[]
33,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
35,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[33],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
37,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
